Inf	0.359240	0.399629	-0.122424	0.260963	0.080825	-0.096610	0.046186	-0.217269	-0.390716
0.359240	Inf	0.347027	-0.074497	-0.015354	0.108899	0.006458	-0.030666	-0.191748	-0.192135
0.399629	0.347027	Inf	-0.241364	0.172017	0.389193	0.128593	-0.440982	-0.299868	-0.293614
-0.122424	-0.074497	-0.241364	Inf	0.013547	-0.558517	-1.000795	-0.024893	-0.238626	0.193624
0.260963	-0.015354	0.172017	0.013547	Inf	0.346208	0.200248	-0.181105	-0.650503	0.116484
0.080825	0.108899	0.389193	-0.558517	0.346208	Inf	0.864132	-0.224446	-0.306008	-0.144271
-0.096610	0.006458	0.128593	-1.000795	0.200248	0.864132	Inf	-0.096606	0.046067	0.035269
0.046186	-0.030666	-0.440982	-0.024893	-0.181105	-0.224446	-0.096606	Inf	0.385494	-0.408670
-0.217269	-0.191748	-0.299868	-0.238626	-0.650503	-0.306008	0.046067	0.385494	Inf	-0.105695
-0.390716	-0.192135	-0.293614	0.193624	0.116484	-0.144271	0.035269	-0.408670	-0.105695	Inf
