Inf	0.528981	0.350117	0.233869	0.199730	-0.200309	0.068693	0.328648	-0.499834	-0.515592
0.528981	Inf	0.668582	-0.079503	0.072219	-0.127442	-0.207881	0.079730	-0.282267	-0.441491
0.350117	0.668582	Inf	-0.523401	0.156851	-0.042792	-0.006355	-0.078585	-0.280038	-0.468782
0.233869	-0.079503	-0.523401	Inf	-0.094664	-0.261714	-0.111409	-0.050782	-0.169103	0.253590
0.199730	0.072219	0.156851	-0.094664	Inf	0.034567	0.011121	-0.265187	-0.295533	-0.072355
-0.200309	-0.127442	-0.042792	-0.261714	0.034567	Inf	0.206538	-0.112504	-0.171883	0.101858
0.068693	-0.207881	-0.006355	-0.111409	0.011121	0.206538	Inf	0.234885	-0.379515	-0.098525
0.328648	0.079730	-0.078585	-0.050782	-0.265187	-0.112504	0.234885	Inf	0.047799	-0.541418
-0.499834	-0.282267	-0.280038	-0.169103	-0.295533	-0.171883	-0.379515	0.047799	Inf	0.300962
-0.515592	-0.441491	-0.468782	0.253590	-0.072355	0.101858	-0.098525	-0.541418	0.300962	Inf
