Inf	0.321791	0.134112	-0.038322	0.247697	-0.175841	-0.326604	0.256697	0.076802	-0.051323
0.321791	Inf	0.496304	0.021270	0.115505	0.075236	-0.361292	0.041111	-0.111274	0.060729
0.134112	0.496304	Inf	-0.060920	-0.161161	0.088933	-0.422243	-0.069681	-0.364750	0.030573
-0.038322	0.021270	-0.060920	Inf	-0.039932	-0.230670	-0.373108	-0.366964	-0.043504	-0.029332
0.247697	0.115505	-0.161161	-0.039932	Inf	0.100272	0.272010	0.025851	-0.533936	-0.071648
-0.175841	0.075236	0.088933	-0.230670	0.100272	Inf	0.265528	0.073375	-0.255971	-0.281047
-0.326604	-0.361292	-0.422243	-0.373108	0.272010	0.265528	Inf	0.317970	-0.130515	-0.469062
0.256697	0.041111	-0.069681	-0.366964	0.025851	0.073375	0.317970	Inf	-0.055200	-0.448927
0.076802	-0.111274	-0.364750	-0.043504	-0.533936	-0.255971	-0.130515	-0.055200	Inf	0.124640
-0.051323	0.060729	0.030573	-0.029332	-0.071648	-0.281047	-0.469062	-0.448927	0.124640	Inf
