Inf	0.512644	0.373691	0.073703	0.384506	0.033172	-0.093916	0.127813	-0.295384	-0.078384
0.512644	Inf	0.626236	-0.034495	-0.053267	0.164693	-0.193980	-0.136569	-0.177695	-0.147988
0.373691	0.626236	Inf	-0.152405	0.155989	0.353680	-0.155036	-0.135674	-0.451524	-0.304279
0.073703	-0.034495	-0.152405	Inf	0.036265	-0.327304	-0.599383	-0.172086	0.043360	-0.016065
0.384506	-0.053267	0.155989	0.036265	Inf	0.279630	0.129313	0.268410	-0.346642	-0.157714
0.033172	0.164693	0.353680	-0.327304	0.279630	Inf	0.542106	0.148866	-0.410160	-0.164431
-0.093916	-0.193980	-0.155036	-0.599383	0.129313	0.542106	Inf	0.323209	-0.233663	-0.118081
0.127813	-0.136569	-0.135674	-0.172086	0.268410	0.148866	0.323209	Inf	0.061272	-0.131242
-0.295384	-0.177695	-0.451524	0.043360	-0.346642	-0.410160	-0.233663	0.061272	Inf	0.318407
-0.078384	-0.147988	-0.304279	-0.016065	-0.157714	-0.164431	-0.118081	-0.131242	0.318407	Inf
