Inf	0.853942	0.422278	0.072297	-0.050574	-0.086617	-0.170878	0.112215	-0.149031	-0.240396
0.853942	Inf	0.410278	0.071006	0.003533	-0.105945	-0.220326	0.184239	-0.058329	-0.306814
0.422278	0.410278	Inf	0.031838	-0.002943	-0.162231	-0.643067	-0.476859	-0.390502	0.019650
0.072297	0.071006	0.031838	Inf	-0.002809	-0.344189	-0.362815	-0.143014	-0.320013	0.025610
-0.050574	0.003533	-0.002943	-0.002809	Inf	0.326207	-0.011336	-0.001033	-0.185912	-0.396980
-0.086617	-0.105945	-0.162231	-0.344189	0.326207	Inf	0.593856	0.090720	-0.103285	-0.324117
-0.170878	-0.220326	-0.643067	-0.362815	-0.011336	0.593856	Inf	0.377610	0.238046	-0.078344
0.112215	0.184239	-0.476859	-0.143014	-0.001033	0.090720	0.377610	Inf	0.098263	-0.273647
-0.149031	-0.058329	-0.390502	-0.320013	-0.185912	-0.103285	0.238046	0.098263	Inf	0.151744
-0.240396	-0.306814	0.019650	0.025610	-0.396980	-0.324117	-0.078344	-0.273647	0.151744	Inf
