Inf	0.383748	-0.103275	-0.125107	0.113381	0.018509	0.221329	0.412769	0.106915	-0.237883
0.383748	Inf	-0.186370	0.048249	0.287676	0.124605	0.093203	0.385815	0.292938	-0.042237
-0.103275	-0.186370	Inf	-0.215117	0.225172	-0.107081	-0.072709	-0.417365	-0.305707	-0.311556
-0.125107	0.048249	-0.215117	Inf	-0.096461	-0.225860	-0.520674	-0.090149	-0.153790	0.052196
0.113381	0.287676	0.225172	-0.096461	Inf	0.230186	0.178566	-0.002485	-0.454534	-0.058177
0.018509	0.124605	-0.107081	-0.225860	0.230186	Inf	0.744358	0.174365	-0.235355	-0.182934
0.221329	0.093203	-0.072709	-0.520674	0.178566	0.744358	Inf	0.380341	-0.033981	-0.325224
0.412769	0.385815	-0.417365	-0.090149	-0.002485	0.174365	0.380341	Inf	0.272545	-0.289798
0.106915	0.292938	-0.305707	-0.153790	-0.454534	-0.235355	-0.033981	0.272545	Inf	0.100788
-0.237883	-0.042237	-0.311556	0.052196	-0.058177	-0.182934	-0.325224	-0.289798	0.100788	Inf
