Inf	0.433070	0.706686	-0.112972	-0.091670	-0.065393	-0.180358	-0.006755	-0.232544	-0.286712
0.433070	Inf	0.439880	-0.005292	0.264081	0.025744	-0.268719	-0.470361	-0.342646	-0.041063
0.706686	0.439880	Inf	-0.188414	0.080724	0.200723	-0.218561	-0.499747	-0.489672	-0.260546
-0.112972	-0.005292	-0.188414	Inf	0.308044	0.120181	-0.308801	0.152960	-0.350848	-0.093778
-0.091670	0.264081	0.080724	0.308044	Inf	0.383179	-0.158149	-0.455095	-0.525812	-0.216179
-0.065393	0.025744	0.200723	0.120181	0.383179	Inf	-0.004269	-0.083677	-0.590723	-0.166514
-0.180358	-0.268719	-0.218561	-0.308801	-0.158149	-0.004269	Inf	0.255854	0.486442	-0.025549
-0.006755	-0.470361	-0.499747	0.152960	-0.455095	-0.083677	0.255854	Inf	0.401626	-0.140116
-0.232544	-0.342646	-0.489672	-0.350848	-0.525812	-0.590723	0.486442	0.401626	Inf	0.160956
-0.286712	-0.041063	-0.260546	-0.093778	-0.216179	-0.166514	-0.025549	-0.140116	0.160956	Inf
