Inf	0.441811	0.689088	0.056676	-0.078814	-0.244686	-0.025864	-0.095566	-0.055071	-0.491519
0.441811	Inf	0.689510	-0.104146	0.159532	0.058603	-0.246656	-0.275074	-0.197114	-0.417957
0.689088	0.689510	Inf	-0.074296	0.217013	-0.041969	-0.186828	-0.270605	-0.502408	-0.479981
0.056676	-0.104146	-0.074296	Inf	0.207378	-0.298333	-0.601195	-0.300897	-0.113570	-0.066413
-0.078814	0.159532	0.217013	0.207378	Inf	0.282384	-0.409833	-0.331199	-0.891939	-0.057797
-0.244686	0.058603	-0.041969	-0.298333	0.282384	Inf	0.388022	-0.245030	-0.300451	0.051557
-0.025864	-0.246656	-0.186828	-0.601195	-0.409833	0.388022	Inf	0.438253	0.208691	-0.029578
-0.095566	-0.275074	-0.270605	-0.300897	-0.331199	-0.245030	0.438253	Inf	0.248682	-0.037473
-0.055071	-0.197114	-0.502408	-0.113570	-0.891939	-0.300451	0.208691	0.248682	Inf	0.113182
-0.491519	-0.417957	-0.479981	-0.066413	-0.057797	0.051557	-0.029578	-0.037473	0.113182	Inf
