Inf	-0.001525	0.319409	-0.146692	-0.152391	0.025653	0.001350	-0.000385	-0.416716	-0.019288
-0.001525	Inf	0.344065	-0.041437	-0.002119	0.031320	-0.149518	-0.119009	0.086061	-0.109052
0.319409	0.344065	Inf	-0.236139	-0.125545	-0.022899	-0.376228	-0.444435	-0.187027	0.038599
-0.146692	-0.041437	-0.236139	Inf	0.166208	-0.508950	-0.245639	-0.161906	0.242190	-0.213717
-0.152391	-0.002119	-0.125545	0.166208	Inf	0.071094	0.121411	-0.083829	-0.053710	-0.123583
0.025653	0.031320	-0.022899	-0.508950	0.071094	Inf	0.633553	0.125355	-0.333915	-0.116947
0.001350	-0.149518	-0.376228	-0.245639	0.121411	0.633553	Inf	0.340563	-0.237122	-0.255212
-0.000385	-0.119009	-0.444435	-0.161906	-0.083829	0.125355	0.340563	Inf	0.112203	0.034976
-0.416716	0.086061	-0.187027	0.242190	-0.053710	-0.333915	-0.237122	0.112203	Inf	-0.090545
-0.019288	-0.109052	0.038599	-0.213717	-0.123583	-0.116947	-0.255212	0.034976	-0.090545	Inf
