Inf	0.395252	-0.082848	0.011733	0.316093	0.002921	0.279680	0.177045	-0.216635	-0.361731
0.395252	Inf	-0.001143	0.084067	0.301955	0.271076	0.074358	0.235893	-0.404131	-0.284550
-0.082848	-0.001143	Inf	-0.231494	-0.350571	-0.141298	-0.434233	-0.481519	0.066740	0.297972
0.011733	0.084067	-0.231494	Inf	-0.176879	-0.242322	-0.318156	-0.157633	-0.200930	0.173988
0.316093	0.301955	-0.350571	-0.176879	Inf	0.183001	0.546191	0.411197	-0.401114	-0.368022
0.002921	0.271076	-0.141298	-0.242322	0.183001	Inf	0.644078	0.280690	-0.470414	-0.539071
0.279680	0.074358	-0.434233	-0.318156	0.546191	0.644078	Inf	0.407763	-0.256420	-0.629275
0.177045	0.235893	-0.481519	-0.157633	0.411197	0.280690	0.407763	Inf	-0.206878	-1.119901
-0.216635	-0.404131	0.066740	-0.200930	-0.401114	-0.470414	-0.256420	-0.206878	Inf	0.363719
-0.361731	-0.284550	0.297972	0.173988	-0.368022	-0.539071	-0.629275	-1.119901	0.363719	Inf
