Inf	-0.171916	-0.101555	-0.233627	0.063964	-0.087231	0.178106	0.238904	0.034796	0.027020
-0.171916	Inf	0.395615	-0.025735	0.192473	0.174507	0.242811	-0.112928	-0.224357	-0.177905
-0.101555	0.395615	Inf	-0.018994	0.014913	-0.168550	-0.002100	-0.205875	-0.484020	-0.307114
-0.233627	-0.025735	-0.018994	Inf	0.285881	-0.324941	-0.385133	-0.037515	-0.434017	-0.237556
0.063964	0.192473	0.014913	0.285881	Inf	0.149803	-0.030438	0.052390	-0.271337	-0.090310
-0.087231	0.174507	-0.168550	-0.324941	0.149803	Inf	0.398146	0.040650	0.077843	0.037876
0.178106	0.242811	-0.002100	-0.385133	-0.030438	0.398146	Inf	0.100716	0.160737	-0.048920
0.238904	-0.112928	-0.205875	-0.037515	0.052390	0.040650	0.100716	Inf	0.143101	-0.244303
0.034796	-0.224357	-0.484020	-0.434017	-0.271337	0.077843	0.160737	0.143101	Inf	0.284470
0.027020	-0.177905	-0.307114	-0.237556	-0.090310	0.037876	-0.048920	-0.244303	0.284470	Inf
