Inf	0.060736	0.597893	-0.324609	-0.084679	-0.194265	0.103429	0.014027	-0.219414	-0.604970
0.060736	Inf	0.143199	-0.117875	0.063046	-0.003095	-0.191333	-0.089726	-0.062362	0.043643
0.597893	0.143199	Inf	-0.440365	0.087661	0.176638	0.054854	-0.435272	-0.458000	-0.328979
-0.324609	-0.117875	-0.440365	Inf	0.068429	-0.298042	-0.591227	0.201897	0.133023	0.136074
-0.084679	0.063046	0.087661	0.068429	Inf	0.040199	-0.090395	-0.172416	-0.342925	0.132225
-0.194265	-0.003095	0.176638	-0.298042	0.040199	Inf	0.403080	-0.138744	-0.289670	0.016391
0.103429	-0.191333	0.054854	-0.591227	-0.090395	0.403080	Inf	-0.004227	-0.000664	-0.327184
0.014027	-0.089726	-0.435272	0.201897	-0.172416	-0.138744	-0.004227	Inf	0.391042	-0.221632
-0.219414	-0.062362	-0.458000	0.133023	-0.342925	-0.289670	-0.000664	0.391042	Inf	-0.015148
-0.604970	0.043643	-0.328979	0.136074	0.132225	0.016391	-0.327184	-0.221632	-0.015148	Inf
