Inf	0.291295	0.273586	-0.188919	0.202394	0.440659	0.122613	0.236829	0.147726	0.512674
0.291295	Inf	0.278315	-0.062488	-0.032002	0.530455	-0.000339	0.377965	-0.203395	-0.101507
0.273586	0.278315	Inf	-0.080132	-0.064955	0.504686	-0.049278	-0.053791	0.109149	0.134393
-0.188919	-0.062488	-0.080132	Inf	-0.337214	-0.117282	0.222099	-0.255680	-0.275115	0.068955
0.202394	-0.032002	-0.064955	-0.337214	Inf	0.065232	-0.272774	-0.024504	-0.015167	0.505499
0.440659	0.530455	0.504686	-0.117282	0.065232	Inf	0.090800	0.425098	-0.080089	0.061310
0.122613	-0.000339	-0.049278	0.222099	-0.272774	0.090800	Inf	-0.007633	-0.389936	-0.092467
0.236829	0.377965	-0.053791	-0.255680	-0.024504	0.425098	-0.007633	Inf	0.183279	-0.090839
0.147726	-0.203395	0.109149	-0.275115	-0.015167	-0.080089	-0.389936	0.183279	Inf	0.238391
0.512674	-0.101507	0.134393	0.068955	0.505499	0.061310	-0.092467	-0.090839	0.238391	Inf
