Inf	0.563832	0.222757	-0.277167	0.269864	-0.235419	0.186672	0.442167	0.272333	-0.712431
0.563832	Inf	0.135990	-0.147387	0.281520	-0.382259	0.083216	0.294410	0.272516	-0.282172
0.222757	0.135990	Inf	0.051633	-0.351938	0.139312	-0.017666	-0.345688	-0.336145	-0.163721
-0.277167	-0.147387	0.051633	Inf	0.309070	-0.156764	-0.799851	-0.140776	-0.695714	0.155714
0.269864	0.281520	-0.351938	0.309070	Inf	-0.225076	-0.228223	0.408387	-0.088555	-0.329405
-0.235419	-0.382259	0.139312	-0.156764	-0.225076	Inf	0.478371	-0.352060	-0.301858	-0.125316
0.186672	0.083216	-0.017666	-0.799851	-0.228223	0.478371	Inf	-0.069994	0.392361	-0.267970
0.442167	0.294410	-0.345688	-0.140776	0.408387	-0.352060	-0.069994	Inf	0.479612	-0.351965
0.272333	0.272516	-0.336145	-0.695714	-0.088555	-0.301858	0.392361	0.479612	Inf	-0.191018
-0.712431	-0.282172	-0.163721	0.155714	-0.329405	-0.125316	-0.267970	-0.351965	-0.191018	Inf
