Inf	0.224715	-0.175916	-0.052248	-0.037584	-0.142875	-0.012962	0.082408	0.122466	0.180456
0.224715	Inf	0.223894	-0.217643	0.396610	-0.085750	-0.133720	0.091741	-0.196986	0.142553
-0.175916	0.223894	Inf	-0.266680	-0.015562	0.196626	0.098825	-0.731225	-0.379929	-0.346114
-0.052248	-0.217643	-0.266680	Inf	-0.190232	-0.181555	-0.323217	-0.173473	0.026450	0.011658
-0.037584	0.396610	-0.015562	-0.190232	Inf	-0.140822	-0.220868	0.256277	-0.315338	-0.001531
-0.142875	-0.085750	0.196626	-0.181555	-0.140822	Inf	0.409220	-0.118872	-0.092109	-0.356871
-0.012962	-0.133720	0.098825	-0.323217	-0.220868	0.409220	Inf	-0.187005	0.174010	-0.115822
0.082408	0.091741	-0.731225	-0.173473	0.256277	-0.118872	-0.187005	Inf	0.250731	0.358158
0.122466	-0.196986	-0.379929	0.026450	-0.315338	-0.092109	0.174010	0.250731	Inf	0.381484
0.180456	0.142553	-0.346114	0.011658	-0.001531	-0.356871	-0.115822	0.358158	0.381484	Inf
