Inf	0.155623	0.271613	-0.046555	0.332339	0.087648	-0.007521	0.246326	-0.296264	-0.195911
0.155623	Inf	0.471082	0.057359	0.248756	0.147467	-0.240099	-0.026797	-0.136183	-0.196777
0.271613	0.471082	Inf	-0.319666	0.485979	0.230677	0.215316	-0.067915	-0.467237	-0.552086
-0.046555	0.057359	-0.319666	Inf	-0.174988	-0.264108	-0.622994	-0.008438	-0.238857	0.052987
0.332339	0.248756	0.485979	-0.174988	Inf	0.432244	-0.150153	0.290640	-0.549484	-0.350763
0.087648	0.147467	0.230677	-0.264108	0.432244	Inf	0.336301	-0.236510	-0.353834	-0.214905
-0.007521	-0.240099	0.215316	-0.622994	-0.150153	0.336301	Inf	-0.198387	-0.070423	-0.140664
0.246326	-0.026797	-0.067915	-0.008438	0.290640	-0.236510	-0.198387	Inf	0.058851	-0.123881
-0.296264	-0.136183	-0.467237	-0.238857	-0.549484	-0.353834	-0.070423	0.058851	Inf	0.448980
-0.195911	-0.196777	-0.552086	0.052987	-0.350763	-0.214905	-0.140664	-0.123881	0.448980	Inf
