Inf	0.151970	0.045337	0.271650	0.221417	-0.020140	-0.101270	-0.054100	-0.259190	-0.011113
0.151970	Inf	-0.033980	0.069714	0.003664	0.136921	0.190392	-0.201095	-0.055751	-0.283643
0.045337	-0.033980	Inf	0.425102	-0.109587	-0.110729	-0.089606	-0.493606	-0.265017	-0.147239
0.271650	0.069714	0.425102	Inf	0.335157	-0.215426	-0.424297	-0.346208	-0.355554	-0.226000
0.221417	0.003664	-0.109587	0.335157	Inf	0.022113	-0.420623	0.006954	-0.595427	0.165018
-0.020140	0.136921	-0.110729	-0.215426	0.022113	Inf	0.488278	-0.137514	-0.311601	-0.030595
-0.101270	0.190392	-0.089606	-0.424297	-0.420623	0.488278	Inf	-0.143765	0.102170	-0.284770
-0.054100	-0.201095	-0.493606	-0.346208	0.006954	-0.137514	-0.143765	Inf	0.313157	0.065101
-0.259190	-0.055751	-0.265017	-0.355554	-0.595427	-0.311601	0.102170	0.313157	Inf	0.111106
-0.011113	-0.283643	-0.147239	-0.226000	0.165018	-0.030595	-0.284770	0.065101	0.111106	Inf
